City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,yerbogachen,61.2767,108.0108,-18.82,93,100,5.55,RU,1670134156
287,airai,-8.9266,125.4092,24.78,46,82,1.08,TL,1670134157
288,morozovsk,48.3539,41.8261,-8.5,52,6,6.92,RU,1670134157
289,marzuq,14.4,46.4667,20.83,30,0,2.2,YE,1670134157
290,palembang,-2.9167,104.7458,31.05,62,75,2.06,ID,1670134158
291,pishin,30.5803,66.9961,10.8,35,14,0.94,PK,1670134158
292,betera,39.5833,-0.45,10.47,82,40,1.54,ES,1670134158
293,lahat,-3.8,103.5333,32.97,49,54,1.43,ID,1670134159
294,rincon,32.296,-81.2354,18.81,92,100,1.51,US,1670134159
295,orange cove,36.6244,-119.3137,14.78,100,100,2.06,US,1670134159
296,mayskiy,47.6931,40.1025,-10.33,51,11,7.72,RU,1670134160
297,kununurra,-15.7667,128.7333,39.99,21,66,2.57,AU,1670134160
298,bull savanna,17.8868,-77.5902,23.04,80,7,4.16,JM,1670134161
299,chicama,-7.8447,-79.1469,17.3,86,15,1.78,PE,1670133973
300,uglich,57.5275,38.3317,-12.17,91,89,2.88,RU,1670134161
301,jizan,17.3333,42.6667,27.81,61,0,1.71,SA,1670134162
302,gizo,-8.103,156.8419,28.99,70,84,2.92,SB,1670134162
303,chuguyevka,44.1653,133.8633,-13.92,71,100,5.26,RU,1670134163
304,tiznit,29.5833,-9.5,12.55,64,29,2.16,MA,1670134163
305,te anau,-45.4167,167.7167,11.46,90,100,2.86,NZ,1670134163
306,floro,61.5996,5.0328,0.98,69,20,3.09,NO,1670134163
307,san quintin,30.4833,-115.95,16.55,75,100,1.43,MX,1670133905
308,ishigaki,24.3448,124.1572,25.12,72,54,2.02,JP,1670134164
309,polignano a mare,40.9959,17.2159,14.27,89,100,12.72,IT,1670134164
310,nanortalik,60.1432,-45.2371,-5.13,73,3,4.21,GL,1670134165
311,quatre cocos,-20.2078,57.7625,27.27,67,15,5.22,MU,1670134165
312,wilmington,34.2257,-77.9447,16.95,87,100,2.06,US,1670134165
313,eureka,40.8021,-124.1637,9.0,95,100,1.34,US,1670133872
314,ormara,25.2088,64.6357,24.46,40,0,1.51,PK,1670134166
315,narsaq,60.9167,-46.05,-6.88,66,1,3.37,GL,1670134166
316,ostrovnoy,68.0531,39.5131,-6.74,90,26,4.93,RU,1670134166
317,alice springs,-23.7,133.8833,36.75,9,0,3.09,AU,1670134167
318,megion,61.0296,76.1136,-13.99,100,87,1.66,RU,1670134167
319,severo-kurilsk,50.6789,156.125,-1.99,89,54,16.94,RU,1670134167
320,krasnomayskiy,57.6194,34.4099,-7.96,91,100,3.8,RU,1670134168
321,mehamn,71.0357,27.8492,-5.03,80,34,5.14,NO,1670134169
322,sao miguel do araguaia,-13.275,-50.1628,21.47,92,100,1.99,BR,1670134169
323,pingxiang,27.6167,113.85,6.21,94,100,1.53,CN,1670134169
324,wuxue,29.8506,115.5525,6.37,90,100,2.03,CN,1670134023
325,isiro,2.7739,27.616,23.5,69,53,1.32,CD,1670134170
326,mugur-aksy,50.35,90.5,-15.55,54,57,2.28,RU,1670134170
327,mbini,1.574,9.6134,25.42,86,99,1.56,GQ,1670134170
328,tungor,53.3808,142.9564,-19.23,94,47,8.52,RU,1670134171
329,avera,33.194,-82.5271,14.1,95,65,2.58,US,1670133981
330,taree,-31.9,152.4667,24.48,55,63,4.51,AU,1670134171
331,berlevag,70.8578,29.0864,-5.0,86,32,3.6,NO,1670134172
332,neuquen,-38.9516,-68.0591,18.94,33,73,8.67,AR,1670133918
333,lahij,13.1667,44.5833,24.12,65,0,3.28,YE,1670134172
334,nicoya,10.1483,-85.452,21.34,90,13,2.02,CR,1670134172
335,george,-33.963,22.4617,16.2,62,49,1.9,ZA,1670134173
336,praya,14.9215,-23.5087,19.3,68,20,2.06,CV,1670134173
337,beruwala,6.4788,79.9828,27.26,71,99,2.45,LK,1670134173
338,grand gaube,-20.0064,57.6608,27.43,62,10,4.02,MU,1670134174
339,pontiac,42.6389,-83.2911,-2.61,76,0,3.09,US,1670134174
340,ambilobe,-13.2,49.05,29.85,55,1,2.07,MG,1670134174
341,dwarka,22.2394,68.9678,26.11,38,13,5.74,IN,1670134175
342,deloraine,-41.5333,146.6667,26.44,72,100,0.89,AU,1670134175
343,tagusao,9.1924,117.8141,29.78,67,89,3.01,PH,1670134175
344,bambous virieux,-20.3428,57.7575,27.34,68,13,5.0,MU,1670134176
345,souillac,-20.5167,57.5167,26.66,61,14,5.12,MU,1670134176
346,pingliang,35.5392,106.6861,1.31,29,99,1.66,CN,1670134176
347,bambanglipuro,-7.95,110.2833,27.79,73,100,2.19,ID,1670134177
348,port hedland,-20.3167,118.5667,39.03,29,8,10.29,AU,1670134023
349,suluq,31.6682,20.2521,13.39,66,3,5.61,LY,1670134177
350,yulara,-25.2406,130.9889,38.57,9,0,5.66,AU,1670133971
351,san-pedro,4.7485,-6.6363,23.05,94,100,1.34,CI,1670134178
352,bama,11.5221,13.6856,23.84,28,48,2.93,NG,1670134178
353,bodden town,19.2833,-81.25,26.67,75,5,4.47,KY,1670134178
354,pedra branca,-5.4542,-39.7172,22.03,81,77,2.02,BR,1670134028
355,veraval,20.9,70.3667,27.58,36,3,2.3,IN,1670134179
356,shahabad,27.65,79.95,22.77,28,0,2.35,IN,1670134179
357,bonavista,48.6499,-53.1147,1.33,82,68,6.71,CA,1670134179
358,el tarra,8.5756,-73.0949,21.1,99,66,0.73,CO,1670134180
359,oktyabrskiy,54.4815,53.471,-16.62,86,85,1.12,RU,1670134180
360,loukhi,66.0764,33.0381,-6.57,94,100,2.74,RU,1670134180
361,sistranda,63.7256,8.834,-3.02,62,34,2.92,NO,1670134180
362,port macquarie,-31.4333,152.9167,22.72,68,53,4.4,AU,1670133904
363,dudinka,69.4058,86.1778,-17.99,97,100,5.64,RU,1670134181
364,tamandare,-8.7597,-35.1047,24.34,86,23,4.57,BR,1670134181
365,sulangan,11.1373,123.7228,27.91,79,29,4.18,PH,1670133965
366,aktau,43.65,51.2,-10.68,45,0,6.7,KZ,1670134182
367,rio claro,-22.4114,-47.5614,20.57,93,100,1.36,BR,1670134083
368,barentu,15.1139,37.5928,23.59,44,1,2.29,ER,1670134182
369,chumphon,10.3333,98.8333,23.07,96,100,1.62,TH,1670134183
370,benghazi,32.1167,20.0667,16.16,63,14,8.23,LY,1670134183
371,celestun,20.8667,-90.4,24.66,78,1,6.83,MX,1670134183
372,casino,-28.8667,153.05,20.31,70,98,3.46,AU,1670134183
373,gerash,27.6652,54.1371,16.08,41,57,1.73,IR,1670134184
374,rasskazovo,52.6714,41.9033,-9.32,56,45,3.26,RU,1670134184
375,boddam,57.4667,-1.7833,5.21,68,90,9.16,GB,1670134185
376,tessalit,20.1986,1.0114,20.78,18,33,4.11,ML,1670134185
377,asgabat,37.95,58.3833,4.1,28,93,2.68,TM,1670134185
378,saint george,37.1041,-113.5841,10.53,48,0,3.09,US,1670134172
379,brigantine,39.4101,-74.3646,6.67,67,0,5.14,US,1670134186
380,grenaa,56.4158,10.8783,3.12,87,100,9.06,DK,1670134186
381,beisfjord,68.3751,17.5988,-1.97,83,7,3.54,NO,1670134186
382,mizusawa,39.1333,141.1333,3.37,85,93,5.35,JP,1670134187
383,trinidad,-14.8333,-64.9,22.02,85,31,1.5,BO,1670134187
384,preobrazheniye,42.9019,133.9064,-8.61,42,8,5.68,RU,1670134187
385,coihaique,-45.5752,-72.0662,8.97,53,40,4.12,CL,1670134188
386,salinopolis,-0.6136,-47.3561,25.43,83,98,3.2,BR,1670134189
387,baks,46.543,20.1021,-0.8,90,100,3.31,HU,1670134189
388,maltahohe,-24.8333,16.9833,23.83,14,3,1.34,NA,1670134189
389,soyo,-6.1349,12.3689,24.36,90,100,4.62,AO,1670134190
390,provideniya,64.3833,-173.3,1.74,98,100,5.2,RU,1670134190
391,havre-saint-pierre,50.2334,-63.5986,6.2,93,100,9.77,CA,1670134190
392,phangnga,8.4509,98.5298,28.02,95,100,1.49,TH,1670134191
393,pemberton,50.3164,-122.8027,-8.52,94,23,0.58,CA,1670134191
394,mawlaik,23.6333,94.4167,29.83,46,24,0.96,MM,1670134191
395,beyneu,45.3167,55.2,-8.37,56,0,5.15,KZ,1670134192
396,camacari,-12.6975,-38.3242,24.87,95,100,1.64,BR,1670134192
397,araouane,18.9048,-3.5265,22.53,19,84,4.02,ML,1670134192
398,timizart,36.8,4.2667,9.68,67,0,3.58,DZ,1670134193
399,fairbanks,64.8378,-147.7164,-1.33,94,100,3.09,US,1670134035
400,bereda,43.2686,-7.5406,0.79,100,10,0.57,ES,1670134193
401,avila,40.5833,-5.0,0.92,95,75,0.99,ES,1670134193
402,moose factory,51.2585,-80.6094,-18.01,78,100,4.12,CA,1670134194
403,halifax,44.6453,-63.5724,11.94,95,100,5.36,CA,1670133904
404,guara,-20.4283,-47.8242,20.28,93,100,2.26,BR,1670134068
405,lubango,-14.9172,13.4925,18.1,74,79,0.12,AO,1670134194
406,pombas,17.1503,-25.0201,19.88,69,5,2.32,CV,1670134194
407,laon,49.5667,3.6667,-0.8,92,88,2.45,FR,1670133954
408,birao,10.2849,22.7882,22.88,23,58,4.69,CF,1670134195
409,carlsbad,33.1581,-117.3506,15.32,92,100,1.54,US,1670133952
410,romitan,39.9343,64.3814,-3.03,68,40,5.14,UZ,1670134195
411,magan,39.9683,-3.931,9.62,75,97,1.01,ES,1670134196
412,karratha,-20.7377,116.8463,35.42,34,1,9.8,AU,1670134196
413,norman wells,65.282,-126.8329,-5.98,68,75,8.75,CA,1670134196
414,marawi,7.9986,124.2928,24.69,84,42,2.37,PH,1670134197
415,lompoc,34.6391,-120.4579,16.4,95,100,6.69,US,1670134197
416,saint anthony,45.0205,-93.218,-9.92,81,0,2.57,US,1670134197
417,kutum,14.2,24.6667,16.22,27,3,4.69,SD,1670134197
418,marystown,47.1666,-55.1483,2.92,87,61,6.38,CA,1670133996
419,wahiawa,21.5028,-158.0236,22.7,79,100,1.54,US,1670134192
420,batagay,67.6333,134.6333,-27.19,97,100,2.36,RU,1670134198
421,trairi,-3.2778,-39.2689,25.99,75,92,5.47,BR,1670134198
422,great falls,47.5002,-111.3008,-2.34,50,0,7.2,US,1670134013
423,edendale,-29.6528,30.3147,18.48,73,95,1.9,ZA,1670134199
424,kulhudhuffushi,6.6221,73.07,27.25,74,94,3.23,MV,1670134199
425,castlecomer,52.8061,-7.2106,4.51,92,87,2.16,IE,1670134199
426,boone,39.0334,-92.3335,-2.49,60,100,1.82,US,1670134200
427,bundaberg,-24.85,152.35,23.45,85,65,0.89,AU,1670134200
428,olafsvik,64.8945,-23.7142,5.81,82,80,4.59,IS,1670134201
429,arman,59.7,150.1667,-19.58,80,98,4.26,RU,1670134201
430,ambunti,-4.2365,142.8448,28.55,71,100,2.22,PG,1670134202
431,saschiz,46.1833,24.9667,3.14,89,99,3.18,RO,1670134202
432,chazuta,-6.5742,-76.1367,21.72,96,70,0.71,PE,1670134202
433,broken hill,-31.95,141.4333,33.32,14,3,2.18,AU,1670134203
434,korla,41.7597,86.1469,-1.65,28,93,1.73,CN,1670134203
435,mount gambier,-37.8333,140.7667,25.68,39,100,5.46,AU,1670133965
436,makinsk,52.6292,70.4169,-18.33,78,16,1.85,KZ,1670134204
437,spassk-ryazanskiy,54.4072,40.3806,-10.84,83,58,3.07,RU,1670134204
438,pizarro,4.9533,-77.366,23.07,92,50,2.18,CO,1670134204
439,dauphin,51.1494,-100.0502,-14.56,80,62,5.94,CA,1670134205
440,leningradskiy,69.3833,178.4167,-9.59,93,100,9.17,RU,1670134046
441,chimbote,-9.0853,-78.5783,18.15,90,11,2.21,PE,1670134124
442,maragogi,-9.0122,-35.2225,24.5,85,35,5.33,BR,1670134205
443,pahrump,36.2083,-115.9839,11.02,55,7,2.68,US,1670134123
444,antofagasta,-23.65,-70.4,16.6,69,33,2.32,CL,1670134206
445,mandan,46.8267,-100.8896,-10.44,79,0,5.66,US,1670134206
446,evensk,61.95,159.2333,-20.55,75,53,3.66,RU,1670134207
447,adrar,20.5022,-10.0711,18.62,25,0,2.91,MR,1670134207
448,cehegin,38.0924,-1.7985,7.05,86,66,1.49,ES,1670134207
449,caravelas,-17.7125,-39.2481,22.22,94,100,2.16,BR,1670133952
450,corn island,12.1694,-83.0418,27.48,73,2,7.67,NI,1670134208
451,shenjiamen,29.9576,122.298,13.15,84,100,11.53,CN,1670134208
452,zhigansk,66.7697,123.3711,-28.59,98,100,9.61,RU,1670134209
453,locri,38.2414,16.2623,14.62,88,53,1.18,IT,1670134209
454,flinders,-34.5833,150.8552,25.66,63,0,2.68,AU,1670134209
455,grand bend,43.3168,-81.7498,-1.18,73,88,7.6,CA,1670134210
456,katsuura,35.1333,140.3,16.17,56,37,4.77,JP,1670133941
457,vila velha,-20.3297,-40.2925,22.97,98,100,2.06,BR,1670134210
458,ashland,40.8167,-82.2665,-3.02,87,13,3.37,US,1670134103
459,tilichiki,60.4667,166.1,-18.4,95,10,2.28,RU,1670134211
460,necochea,-38.5473,-58.7368,16.45,69,24,6.09,AR,1670134211
461,lata,40.1629,-8.3327,8.37,91,90,1.61,PT,1670134211
462,estacion coahuila,32.1939,-115.0017,15.81,58,100,0.59,MX,1670134212
463,miranda,3.2499,-76.2281,17.9,95,91,0.9,CO,1670134212
464,chilly-mazarin,48.7149,2.3164,3.1,88,100,5.66,FR,1670134213
465,mana,5.6592,-53.7767,24.19,90,98,2.5,GF,1670134213
466,lorengau,-2.0226,147.2712,27.01,80,90,4.78,PG,1670134213
467,semey,50.4111,80.2275,-17.88,71,91,6.0,KZ,1670134214
468,bhinga,27.7167,81.9333,22.77,49,0,2.82,IN,1670134214
469,tripoli,32.8752,13.1875,18.21,41,0,3.3,LY,1670134214
470,kabare,-2.4683,28.8242,19.16,83,100,1.11,CD,1670134215
471,iglesias,39.3114,8.535,8.77,92,27,0.9,IT,1670134215
472,edgewater,28.9889,-80.9023,18.34,72,6,0.55,US,1670134215
473,ostersund,63.1792,14.6357,-5.22,100,100,16.09,SE,1670134216
474,meulaboh,4.1363,96.1285,27.53,75,83,1.49,ID,1670134038
475,cayenne,4.9333,-52.3333,23.02,94,100,1.03,GF,1670134216
476,dandong,40.1292,124.3947,-4.49,21,0,4.96,CN,1670134216
477,kasongo-lunda,-6.4667,16.8167,20.95,99,100,0.29,CD,1670134217
478,daru,-9.0763,143.2092,29.24,63,62,4.87,PG,1670134217
479,deep river,46.1001,-77.4995,-4.47,70,83,3.93,CA,1670134192
480,beira,-19.8436,34.8389,28.02,70,0,1.3,MZ,1670134217
481,mancio lima,-7.6142,-72.8958,20.36,96,84,0.67,BR,1670134218
482,bilibino,68.0546,166.4372,-13.05,97,100,0.33,RU,1670134112
483,roma,43.2128,-75.4557,2.43,65,100,5.14,US,1670134077
484,ust-nera,64.5667,143.2,-42.33,99,80,1.61,RU,1670134218
485,nakonde,-9.3421,32.745,21.41,64,95,1.27,ZM,1670134219
486,nabire,-3.3667,135.4833,28.39,74,100,2.13,ID,1670134219
487,bandarbeyla,9.4942,50.8122,26.9,60,8,9.31,SO,1670134219
488,baraya,3.1533,-75.0531,20.72,87,98,1.38,CO,1670134220
489,wenling,28.3669,121.36,12.44,84,100,7.23,CN,1670134032
490,carbonia,39.1672,8.5222,9.45,87,31,1.26,IT,1670134220
491,gigmoto,13.7796,124.39,27.53,85,85,3.81,PH,1670134221
492,saint-pierre,-21.3393,55.4781,28.82,65,20,9.26,RE,1670134221
493,rancho palos verdes,33.7445,-118.387,15.69,93,28,1.79,US,1670134159
494,muros,42.7762,-9.0603,3.42,91,2,4.57,ES,1670134051
495,abha,18.2164,42.5053,16.14,59,0,2.57,SA,1670134221
496,staryy nadym,65.6118,72.6842,-18.58,99,63,1.21,RU,1670133947
497,dhidhdhoo,6.8833,73.1,27.18,75,93,3.16,MV,1670134222
498,lerwick,60.1545,-1.1494,6.0,65,91,5.71,GB,1670134222
499,naron,43.5167,-8.1528,4.45,82,67,1.9,ES,1670134223
500,ganzhou,28.8184,115.4327,7.14,86,100,3.19,CN,1670134223
501,emerald,-23.5333,148.1667,29.08,33,1,3.84,AU,1670134223
502,yeniseysk,58.4497,92.1703,-16.11,90,95,1.3,RU,1670134223
503,sovetskiy,61.3614,63.5842,-7.62,89,100,4.15,RU,1670134224
504,hovd,48.0056,91.6419,-14.65,64,4,1.29,MN,1670134224
505,rio grande,-32.035,-52.0986,20.29,96,63,3.49,BR,1670134225
506,talara,-4.5772,-81.2719,19.43,84,8,5.64,PE,1670134225
507,macusani,-14.0833,-70.4333,0.69,83,52,0.96,PE,1670134225
508,galle,6.0367,80.217,27.43,71,97,1.55,LK,1670134226
509,milledgeville,33.0801,-83.2321,14.99,96,40,2.57,US,1670134226
510,chernyshevskiy,63.0128,112.4714,-15.88,92,100,6.19,RU,1670134226
511,osoyoos,49.0331,-119.4524,-11.49,93,28,2.4,CA,1670134195
512,yenagoa,4.9247,6.2642,24.57,92,13,0.58,NG,1670134227
513,gravdal,68.1214,13.5031,2.92,74,100,6.76,NO,1670134227
514,gazli,40.1333,63.45,-0.93,46,100,3.84,UZ,1670134227
515,robore,-18.3333,-59.75,20.26,95,94,1.0,BO,1670134228
516,carutapera,-1.195,-46.02,23.59,94,96,1.89,BR,1670134228
517,sioux lookout,50.1001,-91.917,-15.38,88,100,4.29,CA,1670133961
518,ocampo,21.65,-101.5,10.67,83,18,7.52,MX,1670134228
519,devonport,-41.1667,146.35,21.16,58,99,1.7,AU,1670134229
520,sola,-13.8833,167.55,27.97,65,94,3.56,VU,1670134229
521,jonkoping,57.7814,14.1562,1.33,93,100,5.14,SE,1670134229
522,rawson,-43.3002,-65.1023,17.86,38,30,5.17,AR,1670134230
523,innisfail,-17.5333,146.0333,26.55,69,40,3.96,AU,1670134230
524,kargasok,59.0556,80.8572,-15.6,96,94,1.4,RU,1670134230
525,sterling,39.0062,-77.4286,6.82,67,0,3.6,US,1670134155
526,baie-comeau,49.2168,-68.1489,2.21,96,100,6.78,CA,1670134231
527,zavyalovo,54.5053,82.4484,-16.85,89,98,1.49,RU,1670134231
528,rzhev,56.2624,34.3282,-8.16,89,100,4.05,RU,1670134231
529,santa maria,-29.6842,-53.8069,20.44,98,45,1.95,BR,1670134232
530,thanh hoa,19.8,105.7667,19.92,84,100,3.06,VN,1670134232
531,puerto baquerizo moreno,-0.9,-89.6,20.85,84,95,5.0,EC,1670134232
532,pozo colorado,-23.4923,-58.7972,23.14,82,8,1.05,PY,1670134233
533,muli,2.9167,73.5667,25.64,81,100,5.05,MV,1670134233
534,vardo,70.3705,31.1107,-3.01,93,100,4.12,NO,1670134233
535,lac-megantic,45.5834,-70.8823,-3.51,91,99,7.32,CA,1670133935
536,progreso,21.2833,-89.6667,25.06,76,2,6.76,MX,1670134234
537,savelugu,9.6244,-0.8253,26.15,63,64,0.62,GH,1670134234
538,ahipara,-35.1667,173.1667,17.24,67,2,3.33,NZ,1670134234
539,sefophe,-22.1833,27.9667,25.92,55,3,7.79,BW,1670134235
540,kolpashevo,58.3131,82.9089,-15.78,92,100,2.58,RU,1670134235
541,ko samui,9.5357,99.9357,25.16,95,100,11.4,TH,1670134236
542,bon accord,53.8335,-113.4187,-4.79,78,68,7.15,CA,1670134236
543,yaan,7.3833,8.5667,22.06,80,2,2.03,NG,1670134236
544,coquimbo,-29.9533,-71.3436,15.93,82,5,1.11,CL,1670133797
545,high level,58.5169,-117.136,0.06,69,100,8.75,CA,1670134237
546,manjacaze,-24.7117,33.8828,27.26,69,45,3.88,MZ,1670134237
547,culebra,18.303,-65.301,24.05,83,6,4.95,PR,1670134237
548,sao joao da barra,-21.6403,-41.0511,22.57,89,100,6.79,BR,1670134238
549,abu samrah,35.3029,37.1841,13.9,65,100,0.98,SY,1670134238
550,pangody,65.85,74.4859,-23.31,100,52,1.23,RU,1670134238
551,prince rupert,54.3161,-130.3201,-1.59,51,1,1.88,CA,1670133658
552,pringsewu,-5.3582,104.9744,31.24,54,100,2.37,ID,1670134141
553,indramayu,-6.3264,108.32,29.0,67,100,2.67,ID,1670134239
554,miraflores,19.2167,-98.8083,14.98,76,16,1.96,MX,1670134239
555,vrnjacka banja,43.6167,20.9,0.57,96,94,2.13,RS,1670134239
556,honningsvag,70.9821,25.9704,-2.14,80,100,7.2,NO,1670134240
557,vawkavysk,53.1561,24.4513,-3.46,94,100,5.92,BY,1670134240
558,berezanka,46.8526,31.388,-0.94,65,100,6.86,UA,1670134240
559,kabelvag,68.2114,14.4817,1.01,74,88,4.41,NO,1670134241
560,zabol,32.25,67.25,7.92,35,80,0.29,AF,1670134241
561,sinnamary,5.3833,-52.95,24.17,89,88,2.04,GF,1670134241
562,ouesso,1.6136,16.0517,21.87,93,95,0.55,CG,1670134242
563,dalbandin,28.8947,64.4101,15.51,26,0,2.29,PK,1670134242
564,spassk,52.747,87.7545,-12.12,75,95,1.1,RU,1670134242
565,estelle,29.8458,-90.1067,20.56,95,100,0.0,US,1670134243
566,astana,51.1801,71.446,-19.03,71,75,5.0,KZ,1670134243
567,montepuez,-13.1256,38.9997,28.04,44,26,3.09,MZ,1670134243
568,pasighat,28.0667,95.3333,25.9,34,5,1.8,IN,1670134101
569,tutoia,-2.7619,-42.2744,26.12,82,80,5.51,BR,1670134244
570,codrington,-38.2667,141.9667,23.74,54,100,2.51,AU,1670134244
571,shagonar,51.5333,92.8,-25.75,90,92,1.26,RU,1670134244
572,hueytown,33.4512,-86.9967,13.41,86,100,3.09,US,1670134245
573,vila,42.0304,-8.1588,-1.83,90,2,1.66,PT,1670134245
